==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet50', color_aug=False, color_jitter=False, eval_freq=-1, evaluate=False, gamma=0.1, gpu_devices='0', height=128, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=False, num_instances=4, optim='adam', print_freq=10, query_remove=True, random_erase=False, resume='', rmsprop_alpha=0.99, root='./datasets', save_dir='log', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['cub200'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['cub200'], test_batch_size=100, test_size=800, train_batch_size=32, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=256, workers=4)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> CUB200 loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   150 |     8822 |         1
  query    |    50 |     2966 |         1
  gallery  |    50 |     2966 |         1
  ----------------------------------------
mean and std: tensor([0.0294, 0.2178, 0.1926]) tensor([0.7488, 0.7618, 0.8073])
=> Initializing TEST (target) datasets
=> CUB200 loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   150 |     8822 |         1
  query    |    50 |     2966 |         1
  gallery  |    50 |     2966 |         1
  ----------------------------------------


  **************** Summary ****************
  train names      : ['cub200']
  # train datasets : 1
  # train ids      : 150
  # train images   : 8822
  # train cameras  : 1
  test names       : ['cub200']
  *****************************************


Initializing model: resnet50
Initialized model with pretrained weights from https://download.pytorch.org/models/resnet50-19c8e357.pth
Model size: 23.508 M
=> Start training
Epoch: [1][10/275]	Time 0.112 (0.219)	Data 0.0001 (0.0351)	Xent 4.9875 (5.1005)	Htri 0.2562 (0.6489)	Acc 9.38 (3.12)
Epoch: [1][130/275]	Time 0.112 (0.118)	Data 0.0002 (0.0028)	Xent 3.7031 (4.5054)	Htri 0.3979 (0.5862)	Acc 18.75 (7.21)
Epoch: [1][140/275]	Time 0.118 (0.118)	Data 0.0001 (0.0026)	Xent 3.6030 (4.4604)	Htri 0.2055 (0.6043)	Acc 15.62 (7.61)
Epoch: [1][150/275]	Time 0.114 (0.118)	Data 0.0001 (0.0025)	Xent 3.9010 (4.4178)	Htri 0.5096 (0.6072)	Acc 6.25 (8.00)
Epoch: [1][160/275]	Time 0.104 (0.117)	Data 0.0001 (0.0023)	Xent 3.5954 (4.3784)	Htri 0.0000 (0.6039)	Acc 12.50 (8.20)
Epoch: [1][170/275]	Time 0.099 (0.117)	Data 0.0001 (0.0022)	Xent 3.5237 (4.3351)	Htri 0.3550 (0.5938)	Acc 18.75 (8.55)
Epoch: [1][180/275]	Time 0.100 (0.116)	Data 0.0001 (0.0021)	Xent 3.4056 (4.2937)	Htri 0.0299 (0.5833)	Acc 18.75 (8.92)
Epoch: [1][190/275]	Time 0.114 (0.116)	Data 0.0001 (0.0020)	Xent 3.2723 (4.2508)	Htri 0.0000 (0.5914)	Acc 12.50 (9.31)
Epoch: [1][200/275]	Time 0.107 (0.115)	Data 0.0002 (0.0019)	Xent 3.3283 (4.2121)	Htri 0.5173 (0.5965)	Acc 9.38 (9.38)
Epoch: [1][210/275]	Time 0.103 (0.115)	Data 0.0002 (0.0018)	Xent 3.5439 (4.1806)	Htri 0.2218 (0.6067)	Acc 9.38 (9.66)
Epoch: [1][220/275]	Time 0.105 (0.115)	Data 0.0002 (0.0017)	Xent 3.5618 (4.1518)	Htri 0.5839 (0.6050)	Acc 12.50 (9.94)
Epoch: [1][230/275]	Time 0.115 (0.115)	Data 0.0001 (0.0017)	Xent 3.6304 (4.1222)	Htri 0.5369 (0.6083)	Acc 12.50 (10.16)
Epoch: [1][240/275]	Time 0.116 (0.115)	Data 0.0001 (0.0016)	Xent 3.6681 (4.0990)	Htri 1.0814 (0.6118)	Acc 9.38 (10.43)
Epoch: [1][250/275]	Time 0.100 (0.115)	Data 0.0001 (0.0015)	Xent 3.4984 (4.0730)	Htri 0.5441 (0.6093)	Acc 15.62 (10.69)
Epoch: [1][260/275]	Time 0.118 (0.114)	Data 0.0001 (0.0015)	Xent 3.4363 (4.0426)	Htri 0.5002 (0.6080)	Acc 15.62 (11.09)
Epoch: [1][270/275]	Time 0.110 (0.114)	Data 0.0001 (0.0014)	Xent 3.0214 (4.0132)	Htri 0.3009 (0.6091)	Acc 34.38 (11.46)
Epoch: [2][10/275]	Time 0.103 (0.148)	Data 0.0001 (0.0359)	Xent 2.9078 (2.8817)	Htri 0.2648 (0.5449)	Acc 28.12 (31.25)
Epoch: [2][20/275]	Time 0.104 (0.130)	Data 0.0001 (0.0180)	Xent 2.9008 (2.9231)	Htri 0.2826 (0.4910)	Acc 18.75 (27.19)
Epoch: [2][30/275]	Time 0.115 (0.126)	Data 0.0002 (0.0121)	Xent 2.7656 (2.8876)	Htri 0.6467 (0.5159)	Acc 25.00 (27.08)
Epoch: [2][40/275]	Time 0.106 (0.122)	Data 0.0002 (0.0091)	Xent 3.2782 (2.9161)	Htri 1.5066 (0.6020)	Acc 15.62 (26.41)
Epoch: [2][50/275]	Time 0.121 (0.120)	Data 0.0001 (0.0073)	Xent 3.0653 (2.9409)	Htri 1.1789 (0.6038)	Acc 28.12 (25.75)
Epoch: [2][60/275]	Time 0.100 (0.119)	Data 0.0001 (0.0061)	Xent 3.1163 (2.9443)	Htri 0.6568 (0.5875)	Acc 18.75 (25.99)
Epoch: [2][70/275]	Time 0.101 (0.118)	Data 0.0001 (0.0053)	Xent 2.7864 (2.9360)	Htri 0.2475 (0.5587)	Acc 34.38 (26.12)
Epoch: [2][80/275]	Time 0.099 (0.117)	Data 0.0001 (0.0046)	Xent 2.6869 (2.9275)	Htri 0.0857 (0.5732)	Acc 31.25 (25.90)
Epoch: [2][90/275]	Time 0.106 (0.116)	Data 0.0001 (0.0041)	Xent 3.0816 (2.9158)	Htri 0.8055 (0.5577)	Acc 12.50 (25.87)
Epoch: [2][100/275]	Time 0.099 (0.115)	Data 0.0001 (0.0037)	Xent 2.6633 (2.9043)	Htri 0.8611 (0.5612)	Acc 18.75 (26.00)
Epoch: [2][110/275]	Time 0.114 (0.115)	Data 0.0001 (0.0034)	Xent 2.7600 (2.9018)	Htri 0.3967 (0.5705)	Acc 37.50 (25.85)
Epoch: [2][120/275]	Time 0.114 (0.115)	Data 0.0002 (0.0031)	Xent 2.8759 (2.8960)	Htri 1.2093 (0.5686)	Acc 18.75 (25.83)
